rad_haplotyper -v SNP_20231004_n540_basic.recode.vcf -r reference.fasta -p popmap_n540_OTU -x 16 -o haps_20231004_n540_OTU.vcf --genepop haps_20231004_n540_OTU.gp
Locus	Sites	Haplotypes	Inds_Haplotyped	Total_Inds	Prop_Haplotyped	Status	Poss_Paralog	Low_Cov/Geno_Err	Miss_Geno	Comment
dDocent_Contig_26544	2	2	477	540	0.883	FILTERED	0	0	63	Missing data
dDocent_Contig_26554	1	2	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_26559	1	2	529	540	0.980	PASSED	0	0	11	
dDocent_Contig_2656	3	3	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_26571	6	8	523	540	0.969	PASSED	2	5	10	
dDocent_Contig_26574	1	2	479	540	0.887	FILTERED	0	0	61	Missing data
dDocent_Contig_26577	2	3	462	540	0.856	FILTERED	0	2	76	Missing data
dDocent_Contig_26578	3	3	492	540	0.911	PASSED	0	0	48	
dDocent_Contig_26584	7	8	466	540	0.863	FILTERED	3	5	66	Missing data
dDocent_Contig_26591	3	5	508	540	0.941	PASSED	1	13	18	
dDocent_Contig_26603	7	6	494	540	0.915	PASSED	0	35	11	
dDocent_Contig_26610	3	4	537	540	0.994	PASSED	0	0	3	
dDocent_Contig_26621	11	8	401	540	0.743	FILTERED	92	3	44	Missing data
dDocent_Contig_26622	1	2	503	540	0.931	PASSED	0	0	37	
dDocent_Contig_26629	5	6	459	540	0.850	FILTERED	4	0	77	Missing data
dDocent_Contig_26630	1	2	479	540	0.887	FILTERED	0	0	61	Missing data
dDocent_Contig_26636	2	3	464	540	0.859	FILTERED	2	3	71	Missing data
dDocent_Contig_26645	2	3	536	540	0.993	PASSED	0	0	4	
dDocent_Contig_2665	1	2	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_26654	9	13	422	540	0.781	FILTERED	2	34	82	Missing data
dDocent_Contig_26657	1	2	466	540	0.863	FILTERED	0	0	74	Missing data
dDocent_Contig_2666	1	2	528	540	0.978	PASSED	0	0	12	
dDocent_Contig_26666	1	2	478	540	0.885	FILTERED	0	0	62	Missing data
dDocent_Contig_2667	1	2	513	540	0.950	PASSED	0	0	27	
dDocent_Contig_26673	4	10	538	540	0.996	PASSED	1	1	0	
dDocent_Contig_26674	6	5	295	540	0.546	FILTERED	11	183	51	Missing data
dDocent_Contig_26677	2	4	460	540	0.852	FILTERED	23	0	57	Missing data
dDocent_Contig_26690	1	2	481	540	0.891	FILTERED	0	0	59	Missing data
dDocent_Contig_26691	6	8	488	540	0.904	PASSED	2	37	13	
dDocent_Contig_26697	2	3	535	540	0.991	PASSED	0	1	4	
dDocent_Contig_26715	4	4	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_2672	5	4	505	540	0.935	PASSED	0	0	35	
dDocent_Contig_2674	1	2	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_26740	8	10	490	540	0.907	PASSED	2	8	40	
dDocent_Contig_2675	1	2	519	540	0.961	PASSED	0	0	21	
dDocent_Contig_26752	1	2	539	540	0.998	PASSED	0	0	1	
dDocent_Contig_26757	4	4	489	540	0.906	PASSED	11	0	40	
dDocent_Contig_2676	2	3	520	540	0.963	PASSED	0	0	20	
dDocent_Contig_26765	3	5	528	540	0.978	PASSED	2	0	10	
dDocent_Contig_26770	7	12	470	540	0.870	FILTERED	4	7	59	Missing data
dDocent_Contig_26771	1	2	482	540	0.893	FILTERED	0	0	58	Missing data
dDocent_Contig_26774	4	4	353	540	0.654	FILTERED	0	122	65	Missing data
dDocent_Contig_2678	1	2	539	540	0.998	PASSED	0	0	1	
dDocent_Contig_26781	1	2	538	540	0.996	PASSED	0	0	2	
dDocent_Contig_26787	1	2	479	540	0.887	FILTERED	0	0	61	Missing data
dDocent_Contig_2679	1	2	536	540	0.993	PASSED	0	0	4	
dDocent_Contig_26792	5	5	526	540	0.974	PASSED	0	0	14	
dDocent_Contig_26797	1	2	499	540	0.924	PASSED	0	0	41	
dDocent_Contig_26799	1	2	475	540	0.880	FILTERED	0	0	65	Missing data
dDocent_Contig_26800	1	2	459	540	0.850	FILTERED	0	0	81	Missing data
dDocent_Contig_26805	4	5	525	540	0.972	PASSED	1	1	13	
dDocent_Contig_2681	6	2	539	540	0.998	PASSED	0	1	0	
dDocent_Contig_26816	3	6	401	540	0.743	FILTERED	0	82	57	Missing data
dDocent_Contig_2682	1	2	533	540	0.987	PASSED	0	0	7	
dDocent_Contig_26822	2	4	537	540	0.994	PASSED	0	0	3	
dDocent_Contig_26826	3	4	536	540	0.993	PASSED	1	0	3	
dDocent_Contig_2683	1	2	539	540	0.998	PASSED	0	0	1	
dDocent_Contig_26831	4	4	474	540	0.878	FILTERED	2	1	63	Missing data
dDocent_Contig_26832	1	2	517	540	0.957	PASSED	0	0	23	
dDocent_Contig_2684	1	2	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_26840	4	7	501	540	0.928	PASSED	3	1	35	
dDocent_Contig_26842	3	4	533	540	0.987	PASSED	5	0	2	
dDocent_Contig_26843	4	5	492	540	0.911	PASSED	2	6	40	
dDocent_Contig_26845	2	3	495	540	0.917	PASSED	0	1	44	
dDocent_Contig_26846	6	3	19	540	0.035	FILTERED	1	483	37	Missing data
dDocent_Contig_26847	2	3	536	540	0.993	PASSED	0	0	4	
dDocent_Contig_26848	8	15	515	540	0.954	PASSED	2	0	23	
dDocent_Contig_26854	2	4	505	540	0.935	PASSED	2	0	33	
dDocent_Contig_26855	3	4	531	540	0.983	PASSED	1	5	3	
dDocent_Contig_2686	2	3	514	540	0.952	PASSED	0	0	26	
dDocent_Contig_26864	3	4	433	540	0.802	FILTERED	38	0	69	Missing data
dDocent_Contig_26866	9	9	510	540	0.944	PASSED	29	0	1	
dDocent_Contig_2687	1	2	511	540	0.946	PASSED	0	0	29	
dDocent_Contig_26870	2	3	526	540	0.974	PASSED	0	3	11	
dDocent_Contig_26873	4	5	492	540	0.911	PASSED	1	1	46	
dDocent_Contig_26878	2	3	533	540	0.987	PASSED	0	0	7	
dDocent_Contig_26880	1	2	490	540	0.907	PASSED	0	0	50	
dDocent_Contig_26889	2	3	536	540	0.993	PASSED	0	0	4	
dDocent_Contig_26893	3	4	486	540	0.900	PASSED	0	21	33	
dDocent_Contig_26894	6	6	504	540	0.933	PASSED	9	9	18	
dDocent_Contig_26895	4	7	472	540	0.874	FILTERED	24	3	41	Missing data
dDocent_Contig_26896	1	2	525	540	0.972	PASSED	0	0	15	
dDocent_Contig_26901	5	3	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_26903	5	6	483	540	0.894	FILTERED	4	5	48	Missing data
dDocent_Contig_26904	3	4	501	540	0.928	PASSED	1	0	38	
dDocent_Contig_26905	2	3	538	540	0.996	PASSED	1	0	1	
dDocent_Contig_2691	2	3	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_26912	5	7	520	540	0.963	PASSED	3	10	7	
dDocent_Contig_26924	1	2	538	540	0.996	PASSED	0	0	2	
dDocent_Contig_26929	6	13	460	540	0.852	FILTERED	0	7	73	Missing data
dDocent_Contig_26932	6	9	520	540	0.963	PASSED	2	2	16	
dDocent_Contig_26935	6	7	425	540	0.787	FILTERED	104	8	3	Missing data
dDocent_Contig_26959	1	2	532	540	0.985	PASSED	0	0	8	
dDocent_Contig_26965	1	2	527	540	0.976	PASSED	0	0	13	
dDocent_Contig_26968	3	6	467	540	0.865	FILTERED	0	14	59	Missing data
dDocent_Contig_26973	12	15	490	540	0.907	PASSED	6	11	33	
dDocent_Contig_26976	2	3	513	540	0.950	PASSED	2	0	25	
dDocent_Contig_2698	5	6	534	540	0.989	PASSED	0	0	6	
dDocent_Contig_26985	1	2	517	540	0.957	PASSED	0	0	23	
dDocent_Contig_2699	1	2	537	540	0.994	PASSED	0	0	3	
dDocent_Contig_26992	4	5	535	540	0.991	PASSED	1	0	4	
dDocent_Contig_26993	1	2	530	540	0.981	PASSED	0	0	10	
dDocent_Contig_26996	1	2	508	540	0.941	PASSED	0	0	32	
dDocent_Contig_2700	1	2	539	540	0.998	PASSED	0	0	1	
dDocent_Contig_27006	3	4	508	540	0.941	PASSED	0	0	32	
dDocent_Contig_27015	1	2	508	540	0.941	PASSED	0	0	32	
dDocent_Contig_2703	2	3	520	540	0.963	PASSED	2	4	14	
dDocent_Contig_27035	3	6	487	540	0.902	PASSED	1	2	50	
dDocent_Contig_27038	1	2	529	540	0.980	PASSED	0	0	11	
dDocent_Contig_27039	7	9	390	540	0.722	FILTERED	31	54	65	Missing data
dDocent_Contig_27041	-	-	-	-	-	FILTERED	0	0	0	Complex
dDocent_Contig_2705	1	2	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_27059	1	2	484	540	0.896	FILTERED	0	0	56	Missing data
dDocent_Contig_27063	4	5	457	540	0.846	FILTERED	1	3	79	Missing data
dDocent_Contig_27065	6	6	388	540	0.719	FILTERED	126	3	23	Missing data
dDocent_Contig_27073	1	2	534	540	0.989	PASSED	0	0	6	
dDocent_Contig_27076	1	2	515	540	0.954	PASSED	0	0	25	
dDocent_Contig_27077	1	2	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_27094	2	4	518	540	0.959	PASSED	4	8	10	
dDocent_Contig_27101	9	20	396	540	0.733	FILTERED	12	70	62	Missing data
dDocent_Contig_27117	2	3	464	540	0.859	FILTERED	0	0	76	Missing data
dDocent_Contig_27121	9	11	508	540	0.941	PASSED	1	8	23	
dDocent_Contig_27122	2	4	519	540	0.961	PASSED	0	0	21	
dDocent_Contig_27127	1	2	489	540	0.906	PASSED	0	0	51	
dDocent_Contig_27129	8	4	11	540	0.020	FILTERED	0	519	10	Missing data
dDocent_Contig_2713	5	5	488	540	0.904	PASSED	48	1	3	
dDocent_Contig_2714	4	7	537	540	0.994	PASSED	0	2	1	
dDocent_Contig_27146	6	9	463	540	0.857	FILTERED	7	4	66	Missing data
dDocent_Contig_2715	1	2	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_27154	3	4	539	540	0.998	PASSED	1	0	0	
dDocent_Contig_27157	5	7	539	540	0.998	PASSED	1	0	0	
dDocent_Contig_27165	3	5	500	540	0.926	PASSED	6	1	33	
dDocent_Contig_27166	1	2	523	540	0.969	PASSED	0	0	17	
dDocent_Contig_2717	2	3	402	540	0.744	FILTERED	1	137	0	Missing data
dDocent_Contig_27172	2	3	521	540	0.965	PASSED	3	0	16	
dDocent_Contig_27174	1	2	459	540	0.850	FILTERED	0	0	81	Missing data
dDocent_Contig_27198	2	3	482	540	0.893	FILTERED	0	4	54	Missing data
dDocent_Contig_2720	4	6	511	540	0.946	PASSED	1	8	20	
dDocent_Contig_27208	6	10	511	540	0.946	PASSED	3	0	26	
dDocent_Contig_2722	1	2	536	540	0.993	PASSED	0	0	4	
dDocent_Contig_27223	7	16	539	540	0.998	PASSED	0	1	0	
dDocent_Contig_27225	3	5	330	540	0.611	FILTERED	1	154	55	Missing data
dDocent_Contig_27233	5	8	511	540	0.946	PASSED	0	14	15	
dDocent_Contig_27237	3	3	445	540	0.824	FILTERED	16	3	76	Missing data
dDocent_Contig_27238	1	2	510	540	0.944	PASSED	0	0	30	
dDocent_Contig_27246	3	7	448	540	0.830	FILTERED	4	52	36	Missing data
dDocent_Contig_27249	4	6	460	540	0.852	FILTERED	25	2	53	Missing data
dDocent_Contig_27250	5	12	514	540	0.952	PASSED	1	0	25	
dDocent_Contig_27251	9	7	522	540	0.967	PASSED	1	6	11	
dDocent_Contig_27272	2	3	499	540	0.924	PASSED	0	0	41	
dDocent_Contig_27277	1	2	502	540	0.930	PASSED	0	0	38	
dDocent_Contig_27280	3	5	526	540	0.974	PASSED	0	0	14	
dDocent_Contig_27287	2	3	517	540	0.957	PASSED	0	0	23	
dDocent_Contig_27300	2	3	533	540	0.987	PASSED	4	0	3	
dDocent_Contig_27305	3	5	496	540	0.919	PASSED	2	0	42	
dDocent_Contig_27308	2	3	538	540	0.996	PASSED	1	0	1	
dDocent_Contig_2731	1	2	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_27311	2	3	492	540	0.911	PASSED	0	0	48	
dDocent_Contig_27314	3	4	460	540	0.852	FILTERED	26	43	11	Missing data
dDocent_Contig_27318	3	5	452	540	0.837	FILTERED	69	1	18	Missing data
dDocent_Contig_27320	3	5	504	540	0.933	PASSED	0	0	36	
dDocent_Contig_27324	4	5	539	540	0.998	PASSED	0	0	1	
dDocent_Contig_27325	2	3	482	540	0.893	FILTERED	0	0	58	Missing data
dDocent_Contig_27328	5	6	514	540	0.952	PASSED	0	1	25	
dDocent_Contig_27329	7	7	535	540	0.991	PASSED	3	2	0	
dDocent_Contig_27346	6	9	478	540	0.885	FILTERED	4	18	40	Missing data
dDocent_Contig_27347	6	12	466	540	0.863	FILTERED	5	12	57	Missing data
dDocent_Contig_2735	3	4	539	540	0.998	PASSED	0	1	0	
dDocent_Contig_27351	5	5	500	540	0.926	PASSED	0	1	39	
dDocent_Contig_27355	9	10	539	540	0.998	PASSED	1	0	0	
dDocent_Contig_27356	2	3	523	540	0.969	PASSED	0	1	16	
dDocent_Contig_27366	1	2	528	540	0.978	PASSED	0	0	12	
dDocent_Contig_2737	3	4	456	540	0.844	FILTERED	1	75	8	Missing data
dDocent_Contig_27372	1	2	531	540	0.983	PASSED	0	0	9	
dDocent_Contig_27373	4	6	486	540	0.900	PASSED	0	2	52	
dDocent_Contig_27374	7	9	501	540	0.928	PASSED	2	4	33	
dDocent_Contig_27376	1	2	467	540	0.865	FILTERED	0	0	73	Missing data
dDocent_Contig_27379	2	3	508	540	0.941	PASSED	0	0	32	
dDocent_Contig_27385	2	3	471	540	0.872	FILTERED	0	2	67	Missing data
dDocent_Contig_27390	3	7	506	540	0.937	PASSED	3	2	29	
dDocent_Contig_27394	2	3	476	540	0.881	FILTERED	0	0	64	Missing data
dDocent_Contig_27402	3	5	509	540	0.943	PASSED	4	3	24	
dDocent_Contig_27407	3	4	530	540	0.981	PASSED	7	0	3	
dDocent_Contig_27412	2	3	462	540	0.856	FILTERED	1	0	77	Missing data
dDocent_Contig_27419	1	2	494	540	0.915	PASSED	0	0	46	
dDocent_Contig_27425	5	9	459	540	0.850	FILTERED	49	7	25	Missing data
dDocent_Contig_27426	3	6	464	540	0.859	FILTERED	4	17	55	Missing data
dDocent_Contig_27429	3	4	514	540	0.952	PASSED	0	15	11	
dDocent_Contig_27435	1	2	539	540	0.998	PASSED	0	0	1	
dDocent_Contig_27438	6	4	230	540	0.426	FILTERED	0	252	58	Missing data
dDocent_Contig_27443	4	9	505	540	0.935	PASSED	2	10	23	
dDocent_Contig_27447	1	2	519	540	0.961	PASSED	0	0	21	
dDocent_Contig_27452	2	3	537	540	0.994	PASSED	0	1	2	
dDocent_Contig_27460	3	4	537	540	0.994	PASSED	0	2	1	
dDocent_Contig_27463	1	2	484	540	0.896	FILTERED	0	0	56	Missing data
dDocent_Contig_27465	4	5	525	540	0.972	PASSED	1	0	14	
dDocent_Contig_27470	5	5	470	540	0.870	FILTERED	5	0	65	Missing data
dDocent_Contig_27471	1	2	519	540	0.961	PASSED	0	0	21	
dDocent_Contig_27474	10	11	515	540	0.954	PASSED	6	16	3	
dDocent_Contig_27475	-	-	-	-	-	FILTERED	0	0	0	Complex
dDocent_Contig_27498	-	-	-	-	-	FILTERED	0	0	0	Complex
dDocent_Contig_27499	3	4	532	540	0.985	PASSED	0	0	8	
dDocent_Contig_27501	3	4	491	540	0.909	PASSED	0	0	49	
dDocent_Contig_27510	1	2	535	540	0.991	PASSED	0	0	5	
dDocent_Contig_27524	1	2	490	540	0.907	PASSED	0	0	50	
dDocent_Contig_27531	4	6	353	540	0.654	FILTERED	122	11	54	Missing data
dDocent_Contig_27533	6	7	456	540	0.844	FILTERED	0	6	78	Missing data
dDocent_Contig_27534	11	23	431	540	0.798	FILTERED	4	42	63	Missing data
dDocent_Contig_27535	1	2	482	540	0.893	FILTERED	0	0	58	Missing data
dDocent_Contig_27536	3	3	473	540	0.876	FILTERED	0	1	66	Missing data
dDocent_Contig_27537	3	5	536	540	0.993	PASSED	0	3	1	
dDocent_Contig_27540	-	-	-	-	-	FILTERED	0	0	0	Complex
dDocent_Contig_27541	4	6	535	540	0.991	PASSED	2	2	1	
dDocent_Contig_27543	2	2	511	540	0.946	PASSED	0	0	29	
dDocent_Contig_27545	4	6	529	540	0.980	PASSED	0	4	7	
dDocent_Contig_27553	1	2	521	540	0.965	PASSED	0	0	19	
dDocent_Contig_2756	4	4	535	540	0.991	PASSED	4	0	1	
dDocent_Contig_27560	6	14	465	540	0.861	FILTERED	2	1	72	Missing data
dDocent_Contig_27562	10	10	509	540	0.943	PASSED	1	10	20	
dDocent_Contig_2757	1	2	521	540	0.965	PASSED	0	0	19	
dDocent_Contig_27571	3	4	489	540	0.906	PASSED	28	0	23	
dDocent_Contig_27578	2	3	490	540	0.907	PASSED	1	0	49	
dDocent_Contig_27584	5	7	499	540	0.924	PASSED	0	10	31	
dDocent_Contig_27598	5	6	462	540	0.856	FILTERED	1	2	75	Missing data
dDocent_Contig_27599	6	11	470	540	0.870	FILTERED	3	44	23	Missing data
dDocent_Contig_27610	1	2	522	540	0.967	PASSED	0	0	18	
dDocent_Contig_27611	5	9	518	540	0.959	PASSED	0	4	18	
dDocent_Contig_27613	4	6	522	540	0.967	PASSED	0	17	1	
dDocent_Contig_27617	1	2	473	540	0.876	FILTERED	0	0	67	Missing data
dDocent_Contig_27623	1	2	538	540	0.996	PASSED	0	0	2	
dDocent_Contig_27625	2	3	531	540	0.983	PASSED	1	0	8	
dDocent_Contig_27628	2	3	509	540	0.943	PASSED	1	0	30	
dDocent_Contig_2763	2	3	532	540	0.985	PASSED	3	1	4	
dDocent_Contig_2764	1	2	496	540	0.919	PASSED	0	0	44	
dDocent_Contig_27641	2	2	464	540	0.859	FILTERED	0	0	76	Missing data
dDocent_Contig_27642	5	11	527	540	0.976	PASSED	2	5	6	
dDocent_Contig_27645	2	3	487	540	0.902	PASSED	1	0	52	
dDocent_Contig_27647	1	2	474	540	0.878	FILTERED	0	0	66	Missing data
dDocent_Contig_2765	2	4	538	540	0.996	PASSED	1	0	1	
dDocent_Contig_27653	2	3	460	540	0.852	FILTERED	15	2	63	Missing data
dDocent_Contig_27655	2	3	503	540	0.931	PASSED	1	1	35	
dDocent_Contig_27657	4	6	156	540	0.289	FILTERED	0	379	5	Missing data
dDocent_Contig_27659	2	4	537	540	0.994	PASSED	0	0	3	
dDocent_Contig_2767	3	6	522	540	0.967	PASSED	1	0	17	
dDocent_Contig_27681	3	4	511	540	0.946	PASSED	1	2	26	
dDocent_Contig_27686	10	11	451	540	0.835	FILTERED	1	10	78	Missing data
dDocent_Contig_27687	4	9	481	540	0.891	FILTERED	0	3	56	Missing data
dDocent_Contig_2769	2	3	529	540	0.980	PASSED	0	1	10	
dDocent_Contig_27693	9	35	459	540	0.850	FILTERED	1	2	78	Missing data
dDocent_Contig_27700	9	10	530	540	0.981	PASSED	1	7	2	
dDocent_Contig_27702	8	13	278	540	0.515	FILTERED	43	187	32	Missing data
dDocent_Contig_27716	2	3	467	540	0.865	FILTERED	4	0	69	Missing data
dDocent_Contig_2773	2	3	538	540	0.996	PASSED	0	1	1	
dDocent_Contig_27734	4	5	538	540	0.996	PASSED	0	0	2	
dDocent_Contig_2774	2	3	502	540	0.930	PASSED	0	5	33	
dDocent_Contig_27744	2	3	477	540	0.883	FILTERED	6	0	57	Missing data
dDocent_Contig_27748	5	8	372	540	0.689	FILTERED	87	9	72	Missing data
dDocent_Contig_27749	1	2	500	540	0.926	PASSED	0	0	40	
dDocent_Contig_27750	1	2	517	540	0.957	PASSED	0	0	23	
dDocent_Contig_27766	3	4	496	540	0.919	PASSED	2	0	42	
dDocent_Contig_27767	7	28	505	540	0.935	PASSED	11	4	20	
dDocent_Contig_27768	5	11	525	540	0.972	PASSED	2	9	4	
dDocent_Contig_27769	2	3	473	540	0.876	FILTERED	1	0	66	Missing data
dDocent_Contig_27771	5	7	524	540	0.970	PASSED	1	13	2	
dDocent_Contig_27774	1	2	530	540	0.981	PASSED	0	0	10	
dDocent_Contig_27778	3	7	521	540	0.965	PASSED	5	6	8	
dDocent_Contig_2778	2	3	538	540	0.996	PASSED	0	0	2	
dDocent_Contig_27787	8	44	435	540	0.806	FILTERED	3	92	10	Missing data
dDocent_Contig_27789	5	8	388	540	0.719	FILTERED	4	63	85	Missing data
dDocent_Contig_27791	4	4	518	540	0.959	PASSED	4	5	13	
dDocent_Contig_2780	1	2	519	540	0.961	PASSED	0	0	21	
dDocent_Contig_27800	3	4	533	540	0.987	PASSED	1	0	6	
dDocent_Contig_27801	4	4	460	540	0.852	FILTERED	0	1	79	Missing data
dDocent_Contig_27806	1	2	480	540	0.889	FILTERED	0	0	60	Missing data
dDocent_Contig_27807	2	4	512	540	0.948	PASSED	1	5	22	
dDocent_Contig_27810	3	4	505	540	0.935	PASSED	1	4	30	
dDocent_Contig_27812	7	14	484	540	0.896	FILTERED	5	12	39	Missing data
dDocent_Contig_27818	12	21	454	540	0.841	FILTERED	1	33	52	Missing data
dDocent_Contig_2782	1	2	535	540	0.991	PASSED	0	0	5	
dDocent_Contig_27827	3	4	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_27832	6	8	532	540	0.985	PASSED	5	1	2	
dDocent_Contig_27837	2	3	537	540	0.994	PASSED	0	0	3	
dDocent_Contig_27838	1	2	525	540	0.972	PASSED	0	0	15	
dDocent_Contig_27845	2	3	532	540	0.985	PASSED	2	0	6	
dDocent_Contig_27863	5	8	529	540	0.980	PASSED	0	3	8	
dDocent_Contig_27869	4	6	515	540	0.954	PASSED	0	4	21	
dDocent_Contig_2787	3	3	532	540	0.985	PASSED	1	3	4	
dDocent_Contig_27874	6	8	392	540	0.726	FILTERED	87	11	50	Missing data
dDocent_Contig_27875	3	4	384	540	0.711	FILTERED	3	98	55	Missing data
dDocent_Contig_2788	1	2	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_2789	2	3	539	540	0.998	PASSED	0	0	1	
dDocent_Contig_27892	2	3	496	540	0.919	PASSED	10	4	30	
dDocent_Contig_27894	4	7	436	540	0.807	FILTERED	18	8	78	Missing data
dDocent_Contig_27899	3	4	504	540	0.933	PASSED	0	0	36	
dDocent_Contig_279	1	2	534	540	0.989	PASSED	0	0	6	
dDocent_Contig_2790	1	2	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_27900	10	15	382	540	0.707	FILTERED	4	136	18	Missing data
dDocent_Contig_27905	1	2	468	540	0.867	FILTERED	0	0	72	Missing data
dDocent_Contig_27910	7	8	473	540	0.876	FILTERED	1	0	66	Missing data
dDocent_Contig_27914	6	9	424	540	0.785	FILTERED	4	46	66	Missing data
dDocent_Contig_27915	1	2	503	540	0.931	PASSED	0	0	37	
dDocent_Contig_27919	1	2	483	540	0.894	FILTERED	0	0	57	Missing data
dDocent_Contig_2792	6	2	532	540	0.985	PASSED	1	1	6	
dDocent_Contig_27920	2	3	532	540	0.985	PASSED	3	0	5	
dDocent_Contig_27921	2	3	525	540	0.972	PASSED	0	0	15	
dDocent_Contig_27927	10	12	340	540	0.630	FILTERED	189	3	8	Missing data
dDocent_Contig_27929	1	2	538	540	0.996	PASSED	0	0	2	
dDocent_Contig_2793	4	6	396	540	0.733	FILTERED	0	124	20	Missing data
dDocent_Contig_27930	1	2	514	540	0.952	PASSED	0	0	26	
dDocent_Contig_27934	9	9	244	540	0.452	FILTERED	281	9	6	Missing data
dDocent_Contig_27935	4	5	475	540	0.880	FILTERED	2	0	63	Missing data
dDocent_Contig_2794	1	2	535	540	0.991	PASSED	0	0	5	
dDocent_Contig_27943	1	2	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_27949	1	2	504	540	0.933	PASSED	0	0	36	
dDocent_Contig_2795	1	2	539	540	0.998	PASSED	0	0	1	
dDocent_Contig_2796	2	4	514	540	0.952	PASSED	0	4	22	
dDocent_Contig_27960	3	4	516	540	0.956	PASSED	18	0	6	
dDocent_Contig_27962	5	5	497	540	0.920	PASSED	0	1	42	
dDocent_Contig_27963	5	13	461	540	0.854	FILTERED	4	2	73	Missing data
dDocent_Contig_2797	2	3	530	540	0.981	PASSED	0	0	10	
dDocent_Contig_27970	5	5	455	540	0.843	FILTERED	1	25	59	Missing data
dDocent_Contig_27971	4	5	457	540	0.846	FILTERED	14	5	64	Missing data
dDocent_Contig_27977	3	6	520	540	0.963	PASSED	4	0	16	
dDocent_Contig_27979	4	6	463	540	0.857	FILTERED	1	0	76	Missing data
dDocent_Contig_2798	5	8	527	540	0.976	PASSED	8	1	4	
dDocent_Contig_27981	3	4	503	540	0.931	PASSED	0	1	36	
dDocent_Contig_27983	5	8	496	540	0.919	PASSED	1	8	35	
dDocent_Contig_27989	1	2	525	540	0.972	PASSED	0	0	15	
dDocent_Contig_27990	3	5	488	540	0.904	PASSED	0	0	52	
dDocent_Contig_28	2	2	532	540	0.985	PASSED	0	8	0	
dDocent_Contig_2800	2	3	539	540	0.998	PASSED	0	0	1	
dDocent_Contig_28006	7	7	489	540	0.906	PASSED	1	1	49	
dDocent_Contig_2801	1	2	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_28015	1	2	536	540	0.993	PASSED	0	0	4	
dDocent_Contig_2802	1	2	482	540	0.893	FILTERED	0	0	58	Missing data
dDocent_Contig_28021	3	5	472	540	0.874	FILTERED	2	5	61	Missing data
dDocent_Contig_28023	1	2	501	540	0.928	PASSED	0	0	39	
dDocent_Contig_28025	1	2	510	540	0.944	PASSED	0	0	30	
dDocent_Contig_28028	2	4	499	540	0.924	PASSED	0	0	41	
dDocent_Contig_2803	1	2	524	540	0.970	PASSED	0	0	16	
dDocent_Contig_28032	3	3	470	540	0.870	FILTERED	0	1	69	Missing data
dDocent_Contig_28035	1	2	511	540	0.946	PASSED	0	0	29	
dDocent_Contig_28037	9	12	534	540	0.989	PASSED	0	2	4	
dDocent_Contig_2804	1	2	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_28043	4	9	510	540	0.944	PASSED	0	24	6	
dDocent_Contig_28045	1	2	527	540	0.976	PASSED	0	0	13	
dDocent_Contig_28047	8	26	538	540	0.996	PASSED	0	1	1	
dDocent_Contig_28049	6	10	497	540	0.920	PASSED	4	2	37	
dDocent_Contig_28051	2	2	110	540	0.204	FILTERED	0	367	63	Missing data
dDocent_Contig_28058	7	9	498	540	0.922	PASSED	2	0	40	
dDocent_Contig_28059	1	2	488	540	0.904	PASSED	0	0	52	
dDocent_Contig_2806	2	3	538	540	0.996	PASSED	0	0	2	
dDocent_Contig_28061	4	11	479	540	0.887	FILTERED	1	8	52	Missing data
dDocent_Contig_28064	5	6	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_28066	5	5	528	540	0.978	PASSED	9	0	3	
dDocent_Contig_28068	5	5	512	540	0.948	PASSED	0	1	27	
dDocent_Contig_2808	6	6	535	540	0.991	PASSED	0	1	4	
dDocent_Contig_28085	4	4	470	540	0.870	FILTERED	0	0	70	Missing data
dDocent_Contig_2809	4	9	536	540	0.993	PASSED	1	1	2	
dDocent_Contig_28091	3	5	471	540	0.872	FILTERED	0	61	8	Missing data
dDocent_Contig_28093	3	4	528	540	0.978	PASSED	2	4	6	
dDocent_Contig_28095	2	3	511	540	0.946	PASSED	0	0	29	
dDocent_Contig_281	1	2	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_28101	7	12	494	540	0.915	PASSED	2	27	17	
dDocent_Contig_28106	7	8	348	540	0.644	FILTERED	147	30	15	Missing data
dDocent_Contig_28109	3	4	510	540	0.944	PASSED	2	1	27	
dDocent_Contig_28115	1	2	505	540	0.935	PASSED	0	0	35	
dDocent_Contig_28118	8	11	482	540	0.893	FILTERED	0	0	58	Missing data
